truckId,truckName,businessPhone,normalizedPhone,status,confidence,matchedSourceUrls,conflictingPhones,checkedSourceCount,sourceErrorCount,notes
seed-dmv-prod-halal-brothers-food-truck-silver-spring-maryland,Halal brothers food truck,(240) 869-3291,2408693291,verified_on_current_source,high,https://www.restaurantji.com/md/silver-spring/halal-brothers-food-/,,2,1,Stored phone appears on at least one linked current source page.
seed-us-curated-100-halal-food-truck-201-south-11th-street-philadelphia-pennsylvania-19107,HALAL FOOD TRUCK,(267) 516-2581,2675162581,verified_on_current_source,high,https://www.restaurantji.com/pa/philadelphia/halal-food-cart-2/ | https://www.restaurantji.com/cache/business_page/pa/philadelphia/halal-food-cart-2/business.json,,4,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-halal-food-truck-fine-dining-to-go-falls-church-virginia,Halal Food Truck - Fine Dining To Go,(202) 550-4227,2025504227,verified_on_current_source,high,https://www.restaurantji.com/va/falls-church/halal-food-truck-fine-dining-to-go-/,,1,1,Stored phone appears on at least one linked current source page.
seed-dmv-prod-halal-moroccan-food-truck-falls-church-virginia,Halal Moroccan Food Truck,(202) 431-3199,2024313199,verified_on_current_source,high,https://www.restaurantji.com/va/falls-church/halal-moroccan-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-halal-tasty-treat-arlington-virginia,Halal Tasty Treat,(980) 306-7784,9803067784,verified_on_current_source,high,https://www.restaurantji.com/va/arlington/halal-tasty-treat-/,,1,1,Stored phone appears on at least one linked current source page.
seed-dmv-prod-hardy-s-bbq-food-truck-and-catering-bethesda-maryland,Hardy's BBQ Food-truck & Catering,(240) 853-1143,2408531143,verified_on_current_source,high,http://www.hardysbbq.com/ | https://www.restaurantji.com/md/bethesda/hardys-bbq-/,(800) 568-9370,3,0,Stored phone appears on at least one linked current source page.
zputmrMevv2IdXrfGvH7,Harriet's Homemade Ice Cream Parlor & Smoke Pit,(410) 449-0431,4104490431,not_found_on_linked_sources,review,,,2,0,Stored phone is format-valid but was not found on fetched linked source pages.
seed-dmv-prod-holy-crepes-food-truck-and-catering-gaithersburg-maryland,Holy Crepes Food Truck & Catering,(240) 408-0410,2404080410,verified_on_current_source,high,https://www.restaurantji.com/md/gaithersburg/holy-crepes-food-truck-and-catering-/,,2,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-honeybee-s-food-truck-frederick-maryland,Honeybee's Food Truck,(407) 683-4769,4076834769,verified_on_current_source,high,https://www.restaurantji.com/md/montgomery-village/honeybees-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-hot-chicks-food-truck-25315-kean-st-dearborn-michigan-48124,Hot Chicks Food Truck,(313) 241-5556,3132415556,verified_on_current_source,high,https://www.restaurantji.com/mi/dearborn/hot-chicks-food-truck-/ | https://www.restaurantji.com/cache/business_page/mi/dearborn/hot-chicks-food-truck-/business.json,,4,1,Stored phone appears on at least one linked current source page.
UL6ZlVG9EGAuTmLuVMhQ,Hurry Curry Food Truck,(202) 437-4753,2024374753,verified_on_current_source,high,https://www.hurrycurry.net/,(703) 447-9748,3,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-indian-expresss-food-truck-1770-market-pl-blvd-irving-texas-75063,Indian Expresss Food Truck,(430) 291-0849,4302910849,verified_on_current_source,high,https://www.restaurantji.com/tx/irving/indian-expresss-food-truck-/ | https://www.restaurantji.com/cache/business_page/tx/irving/indian-expresss-food-truck-/business.json,,5,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-it-s-all-good-food-truck-caf-and-catering-westminster-maryland,"It's All Good Food truck, Café and Catering",(410) 848-2128,4108482128,verified_on_current_source,high,https://www.restaurantji.com/md/westminster/its-all-good-food-truck-caf-and-catering-/,,3,0,Stored phone appears on at least one linked current source page.
l3ZchvDHkm7hnGMXnAJD,It’s Pozole,,,missing_phone,none,,,2,0,No businessPhone is stored on the live foodTrucks document.
seed-photos-3-001-jacksons-bakery-curbside-cupcakes-elkridge-maryland,Jackson's Bakery Curbside Cupcakes,(410) 991-6811,4109916811,not_found_on_linked_sources,review,,,7,0,Stored phone is format-valid but was not found on fetched linked source pages.
seed-us-curated-100-jamaican-on-the-go-food-truck-6411-e-county-line-rd-tampa-florida-33647,Jamaican On The Go Food Truck,(850) 321-6571,8503216571,verified_on_current_source,high,https://www.restaurantji.com/fl/tampa/jamaican-on-the-go-food-truck-/ | https://www.restaurantji.com/cache/business_page/fl/tampa/jamaican-on-the-go-food-truck-/business.json,,4,1,Stored phone appears on at least one linked current source page.
seed-dmv-prod-jas-and-fam-caribbean-flavor-food-truck-services-bowie-maryland,Jas & Fam Caribbean Flavor Food Truck Services,(240) 994-8928,2409948928,verified_on_current_source,high,https://www.restaurantji.com/md/bowie/jas-and-fam-caribbean-flavor-food-truck-services-/ | https://nextdoor.com/pages/jas-fam-caribbean-flavor-food-truck-services-bowie-md-1/,,4,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-jbs-cheesesteak-food-truck-1531-sw-26th-st-fort-lauderdale-florida-33315,JBs Cheesesteak. Food Truck,(954) 608-6818,9546086818,verified_on_current_source,high,https://www.restaurantji.com/fl/fort-lauderdale/jbs-cheesesteak-food-truck-/ | https://www.restaurantji.com/cache/business_page/fl/fort-lauderdale/jbs-cheesesteak-food-truck-/business.json,,5,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-jennifer-food-truck-north-bethesda-maryland,Jennifer Food Truck,(240) 437-9489,2404379489,verified_on_current_source,high,https://www.restaurantji.com/md/north-bethesda/jennifer-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-jesushi-santa-fe-llc-food-truck-2217-cerrillos-rd-santa-fe-new-mexico-87505,Jesushi Santa Fe LLC (Food Truck),(505) 204-5330,5052045330,verified_on_current_source,high,https://www.restaurantji.com/nm/santa-fe/jesushi-santa-fe-food-truck-/ | https://www.restaurantji.com/cache/business_page/nm/santa-fe/jesushi-santa-fe-food-truck-/business.json,(661) 902-7999,5,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-johnnyz101-food-truck-mediterranean-cuisine-in-washington-dc-washington-dc,Johnnyz101 food Truck mediterranean cuisine in Washington DC,(240) 299-4939,2402994939,verified_on_current_source,high,https://www.restaurantji.com/dc/washington/johnnyz101-food-truck-mediterranean-cuisine-in-washington-dc-/,,2,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-jojo-food-truck-3582-se-powell-blvd-portland-oregon-97202,Jojo Food Truck,(971) 331-4284,9713314284,verified_on_current_source,high,https://www.restaurantji.com/or/portland/jojo-food-truck-/ | https://www.restaurantji.com/cache/business_page/or/portland/jojo-food-truck-/business.json,,4,1,Stored phone appears on at least one linked current source page.
IGbEX5uLJ7K93MwPU9JS,Jojos kitchen Cravings,,,missing_phone,none,,,1,0,No businessPhone is stored on the live foodTrucks document.
seed-dmv-prod-jordanian-halal-food-truck-baltimore-maryland,Jordanian Halal Food Truck,(443) 432-9232,4434329232,verified_on_current_source,high,https://www.restaurantji.com/md/baltimore/jordanian-hala-food-truck-/,,2,1,Stored phone appears on at least one linked current source page.
seed-us-curated-100-julio-s-gourmet-food-truck-139-webster-ave-providence-rhode-island-02909,Julio’s gourmet food truck,(401) 418-4760,4014184760,verified_on_current_source,high,https://www.restaurantji.com/ri/providence/julios-gourmet-food-truck-/ | https://www.restaurantji.com/cache/business_page/ri/providence/julios-gourmet-food-truck-/business.json,,5,0,Stored phone appears on at least one linked current source page.
seed-us-kikos-place-seafood-mission-valley-san-diego-california,Kiko's Place Seafood - Mission Valley,(619) 341-7397,6193417397,verified_on_current_source,high,https://kikos-place-seafood.gofoodtruck.net/,,3,3,Stored phone appears on at least one linked current source page.
seed-dmv-prod-kim-tran-food-truck-alexandria-virginia,Kim Tran Food Truck,(703) 477-4609,7034774609,verified_on_current_source,high,https://www.restaurantji.com/va/alexandria/kim-tran-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
seed-us-king-souvlaki-astoria-31st-queens-new-york,King Souvlaki - Astoria 31st,(917) 416-1189,9174161189,verified_on_current_source,high,https://kingsouvlakinyc.com/food-trucks/,(347) 285-7996 | (347) 822-7655 | (347) 951-8316,1,0,Stored phone appears on at least one linked current source page.
seed-us-king-souvlaki-bayside-queens-new-york,King Souvlaki - Bayside,(347) 951-8316,3479518316,verified_on_current_source,high,https://kingsouvlakinyc.com/food-trucks/,(917) 416-1189 | (347) 285-7996 | (347) 822-7655,2,0,Stored phone appears on at least one linked current source page.
RyuzUZ1RB0ZhcokF8TWv,Kitchen 31,(240) 830-3663,2408303663,source_phone_mismatch,review,,(301) 262-6200 | (240) 544-5700 | (301) 262-5013,2,0,Linked source pages exposed one or more different phone numbers.
seed-photos-3-001-kp-smokehouse-bbq-and-chicken-elkridge-maryland,KP Smokehouse BBQ & Chicken,,,missing_phone,none,,,0,0,No businessPhone is stored on the live foodTrucks document.
seed-us-curated-100-la-bicicleta-food-truck-15200-e-colfax-ave-aurora-colorado-80011,La Bicicleta Food Truck,(720) 723-8768,7207238768,verified_on_current_source,high,https://www.restaurantji.com/co/aurora/la-bicicleta-food-truck-/ | https://www.restaurantji.com/cache/business_page/co/aurora/la-bicicleta-food-truck-/business.json,(450) 681-4901,5,0,Stored phone appears on at least one linked current source page.
XOBUhkAxm5W7VtzMiwko,La Bonita,,,missing_phone,none,,,1,0,No businessPhone is stored on the live foodTrucks document.
seed-us-curated-100-la-carreta-authentic-mexican-food-truck-905-s-solano-dr-las-cruces-new-mexico-88001,La Carreta Authentic Mexican Food Truck,(575) 644-2630,5756442630,verified_on_current_source,high,https://lacarretaauthenticmexicanfoodtruck.com/ | https://www.restaurantji.com/nm/las-cruces/la-carreta-authentic-mexican-food-truck-/ | https://www.restaurantji.com/cache/business_page/nm/las-cruces/la-carreta-authentic-mexican-food-truck-/business.json,,5,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-la-chalupa-mexican-food-truck-351-long-wharf-drive-new-haven-connecticut-06511,La Chalupa Mexican Food Truck,(203) 589-1025,2035891025,verified_on_current_source,high,https://www.restaurantji.com/ct/new-haven/la-chalupa-mexican-food-truck-/ | https://www.restaurantji.com/cache/business_page/ct/new-haven/la-chalupa-mexican-food-truck-/business.json,,5,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-la-eloteria-dmv-hyattsville-maryland,La Eloteria DMV,(240) 380-9314,2403809314,verified_on_current_source,high,https://www.restaurantji.com/md/hyattsville/la-eloteria-dmv-/,,1,1,Stored phone appears on at least one linked current source page.
seed-dmv-prod-la-gringa-food-truck-manassas-virginia,La Gringa Food Truck,(703) 420-2264,7034202264,verified_on_current_source,high,https://www.restaurantji.com/va/manassas/la-gringa-food-truck-/ | https://www.businessyab.com/explore/united_states/virginia/prince_william_county/manassas/discovery_boulevard/9925/la-gringa-food-truck-703-420-2264.html,,2,1,Stored phone appears on at least one linked current source page.
seed-dmv-prod-la-kalle-food-truck-richmond-virginia,La Kalle food truck,(804) 653-8242,8046538242,verified_on_current_source,high,https://www.restaurantji.com/va/richmond/la-kalle-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-la-kalle-food-truck-6400-hull-street-rd-richmond-virginia-23224,La Kalle food truck,(804) 653-8242,8046538242,verified_on_current_source,high,https://www.restaurantji.com/va/richmond/la-kalle-food-truck-/ | https://www.restaurantji.com/cache/business_page/va/richmond/la-kalle-food-truck-/business.json,,5,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-la-miguele-a-food-truck-rosedale-maryland,La Migueleña Food Truck,(443) 400-4896,4434004896,verified_on_current_source,high,https://www.restaurantji.com/md/rosedale/la-miguele-a-food-truck-/,,2,1,Stored phone appears on at least one linked current source page.
seed-dmv-prod-la-patrona-food-truck-lynchburg-virginia,La Patrona Food Truck,(434) 841-5969,4348415969,verified_on_current_source,high,https://lapatronava.com/ | https://www.restaurantji.com/va/lynchburg/la-patrona-food-truck-/,(202) 655-5813,3,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-la-picosita-food-truck-lignum-virginia,La Picosita Food Truck,(540) 876-1440,5408761440,verified_on_current_source,high,https://www.restaurantji.com/va/lignum/la-picosita-food-truck-/,,4,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-las-3-hermanas-food-truck-hagerstown-maryland,Las 3 Hermanas Food Truck,(301) 331-2368,3013312368,verified_on_current_source,high,https://www.restaurantji.com/md/hagerstown/las-3-hermanas-food-truck-/,(719) 331-1846,3,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-las-delicias-de-to-ita-taco-truck-300-s-1st-st-san-jose-california-95112,Las Delicias De Toñita Taco Truck,(408) 417-5956,4084175956,verified_on_current_source,high,https://www.restaurantji.com/ca/san-jose/las-delicias-de-to-ita-/,(408) 307-3452,4,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-las-hermanas-latin-cuisine-food-truck-spotsylvania-courthouse-virginia,Las hermanas latin cuisine food truck,(540) 310-7491,5403107491,verified_on_current_source,high,https://www.restaurantji.com/va/spotsylvania-courthouse/las-hermanas-latin-cuisine-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-latin-american-food-truck-rockville-maryland,Latin American Food Truck,(571) 336-4271,5713364271,verified_on_current_source,high,https://deliciouslatinamericanfoodmd.com/ | https://www.restaurantji.com/md/rockville/latin-american-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
seed-us-leos-tacos-truck-glendale-cortez-los-angeles-california,Leo's Tacos Truck - Glendale & Cortez,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,1,0,Stored phone appears on at least one linked current source page.
seed-us-leos-tacos-truck-la-brea-venice-los-angeles-california,Leo's Tacos Truck - La Brea & Venice,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,1,0,Stored phone appears on at least one linked current source page.
seed-us-leos-tacos-truck-vermont-maubert-los-angeles-california,Leo's Tacos Truck - Vermont & Maubert,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,1,0,Stored phone appears on at least one linked current source page.
QHnCbZrG8sct5rDaDTHC,Leos Taco Truck N El Camino Real,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,7,0,Stored phone appears on at least one linked current source page.
udxdcmGNu9YeD13N2JuV,Leos Taco Truck San Francisco,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,7,0,Stored phone appears on at least one linked current source page.
KX8Tjf3vlPSQo65G327j,Leos Tacos Truck Arlington Ave,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,6,0,Stored phone appears on at least one linked current source page.
WRN864iKwfqwTjS5VCG2,Leos Tacos Truck E Lomita Blvd,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,6,0,Stored phone appears on at least one linked current source page.
KFOLRFn6sO9BSARs55M6,Leos Tacos Truck E Wardlow Rd,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,6,0,Stored phone appears on at least one linked current source page.
BKUzFcdDKqZ2j3YBee4P,Leos Tacos Truck Glendale Blvd,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,6,0,Stored phone appears on at least one linked current source page.
SqToL3oey90OP6Pj9GYI,Leos Tacos Truck La Brea,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,6,0,Stored phone appears on at least one linked current source page.
p2Fpc0U517Hoi3VYRSKl,Leos Tacos Truck La Cienega,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,6,0,Stored phone appears on at least one linked current source page.
Q4PfU4vuv0RkURnaXqy7,Leos Tacos Truck Laurel Canyon,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,6,0,Stored phone appears on at least one linked current source page.
GDsCVSTAi31zFt7THnv3,Leos Tacos Truck N Bandini St,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,6,0,Stored phone appears on at least one linked current source page.
lYNrZW5IPzNhysU4D0nL,Leos Tacos Truck Sepulveda Blvd,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,6,0,Stored phone appears on at least one linked current source page.
IJV7ilasDD8ZcUPidPtV,Leos Tacos Truck Vermont Ave,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,6,0,Stored phone appears on at least one linked current source page.
jMdv4Pi951MgR1LPFxw5,Leos Tacos Truck Vermont Ave & Maubert Ave,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,6,0,Stored phone appears on at least one linked current source page.
SVGcfcJX7Izr6qqtjV8k,Leos Tacos Truck Victory Blvd,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,6,0,Stored phone appears on at least one linked current source page.
J1j7HzvI0NXweNbE4C0q,Leos Tacos Truck W Pico Blvd,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,6,0,Stored phone appears on at least one linked current source page.
rhvTUl4LJ3gZYotN4j7n,Leos Tacos Truck Western Ave,(323) 346-2001,3233462001,verified_on_current_source,high,https://www.leostacostruck.com/locations,(714) 675-4288,6,0,Stored phone appears on at least one linked current source page.
aZ2H1buZRdojqwjJzIub,Little Lady Grill,(703) 475-4576,7034754576,verified_on_current_source,high,https://littleladygrill.com/ | https://camelotpool.com/food-truck-thursday-little-lady-grill-18/,(703) 256-3620 | (703) 385-1641 | (703) 254-4319 | (703) 425-3582 | (703) 750-9393 | (703) 801-7163 | (202) 359-2483 | (571) 749-5838 | (703) 382-2085 | (571) 313-1748 | (703) 980-1229,4,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-lolita-s-delights-mexican-food-truck-harrisonburg-virginia,Lolita's Delights - Mexican Food Truck,(540) 476-4826,5404764826,verified_on_current_source,high,https://www.restaurantji.com/va/harrisonburg/lolitas-delights-mexican-food-truck-/ | https://usarestaurants.info/explore/united-states/virginia/harrisonburg/lolitas-delights-mexican-food-truck-540-476-4826.htm,,3,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-lonchera-el-tapatio-taco-truck-1575-riverwalk-milwaukee-wisconsin-53212,Lonchera El Tapatio Taco Truck,(414) 323-9709,4143239709,verified_on_current_source,high,https://www.restaurantji.com/wi/milwaukee/lonchera-el-tapatio-taco-truck-/ | https://www.restaurantji.com/cache/business_page/wi/milwaukee/lonchera-el-tapatio-taco-truck-/business.json,,5,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-lonchera-la-korita-8400-baseline-rd-little-rock-arkansas-72209,Lonchera La Korita,(800) 849-3921,8008493921,verified_on_current_source,high,https://www.restaurantji.com/ar/little-rock/lonchera-la-korita-/ | https://www.restaurantji.com/cache/business_page/ar/little-rock/lonchera-la-korita-/business.json,,4,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-lonchera-tacos-el-piolin-2727-monte-diablo-ave-stockton-california-95203,Lonchera Tacos El Piolin,(209) 337-2824,2093372824,verified_on_current_source,high,https://www.restaurantji.com/ca/stockton/lonchera-tacos-el-compadre-/ | https://www.restaurantji.com/cache/business_page/ca/stockton/lonchera-tacos-el-compadre-/business.json,(209) 513-4517,5,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-los-brothers-food-truck-2-culpeper-virginia,Los Brothers Food Truck #2,(540) 522-7819,5405227819,verified_on_current_source,high,https://www.restaurantji.com/va/culpeper/los-brothers-food-truck-2-/ | https://restaurantguru.com/Los-Brothers-Food-Truck-2-Culpeper,,2,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-los-chamos-venezuelan-food-truck-laurel-maryland,Los Chamos Venezuelan Food Truck,(240) 917-7540,2409177540,verified_on_current_source,high,https://loschamosvenfood.carrd.co/ | https://www.restaurantji.com/md/laurel/los-chamos-venezuelan-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-los-cuates-taco-truck-4075-irvington-ave-fremont-california-94538,Los Cuates Taco Truck,(209) 835-0852,2098350852,verified_on_current_source,high,https://www.restaurantji.com/ca/fremont/ofelia-s-taqueria-truck-/ | https://www.restaurantji.com/cache/business_page/ca/fremont/ofelia-s-taqueria-truck-/business.json,,4,0,Stored phone appears on at least one linked current source page.
JweLj0LAMm23aZamlYYm,Luna's dessert,,,missing_phone,none,,,2,0,No businessPhone is stored on the live foodTrucks document.
seed-dmv-prod-ma-d-s-food-truck-rustburg-virginia,Ma D's food truck,(434) 329-2598,4343292598,verified_on_current_source,high,https://www.restaurantji.com/va/rustburg/ma-ds-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-madmax-bbq-food-truck-3723-b-w-orem-dr-houston-texas-77045,MadMax BBQ (Food Truck),(281) 616-1664,2816161664,verified_on_current_source,high,https://madmaxbbq.wixsite.com/madmax | https://www.restaurantji.com/tx/houston/madmax-bbq-mobile-food-truck-/ | https://www.restaurantji.com/cache/business_page/tx/houston/madmax-bbq-mobile-food-truck-/business.json,,5,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-mahmoud-s-corner-halal-food-cart-32-90-34th-ave-queens-new-york-11103,Mahmoud's Corner Halal Food Cart,(917) 295-2281,9172952281,verified_on_current_source,high,https://mahmouds34thavecorner.weebly.com/ | https://www.restaurantji.com/ny/queens/mahmouds-corner-halal-food-cart-/ | https://www.restaurantji.com/cache/business_page/ny/queens/mahmouds-corner-halal-food-cart-/business.json,(371) 241-9874 | (742) 687-5082 | (757) 639-6887,5,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-mango-s-food-truck-pupuseria-hyattsville-maryland,Mango’s food truck pupuseria,(301) 357-2003,3013572003,verified_on_current_source,high,https://www.restaurantji.com/md/hyattsville/mango-s-food-truck-pupuseria-/,,1,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-marcy-s-tacos-food-truck-7540-leavenworth-rd-kansas-city-kansas-66109,Marcy's Tacos (Food Truck),(913) 202-8180,9132028180,verified_on_current_source,high,https://www.restaurantji.com/ks/kansas-city/marcys-tacos-food-truck-/ | https://www.restaurantji.com/cache/business_page/ks/kansas-city/marcys-tacos-food-truck-/business.json,,6,0,Stored phone appears on at least one linked current source page.
seed-us-mariscos-jalisco-boyle-heights-los-angeles-california,Mariscos Jalisco - Boyle Heights,(323) 528-6701,3235286701,verified_on_current_source,high,https://www.mariscosjalisco.net/,,5,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-mary-s-food-truck-elkridge-maryland,Mary’s Food Truck,(240) 817-4356,2408174356,verified_on_current_source,high,https://www.restaurantji.com/md/elkridge/mary-s-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
seed-us-matts-bbq-prost-marketplace-portland-oregon,Matt's BBQ - Prost Marketplace,(503) 504-0870,5035040870,verified_on_current_source,high,https://mattsbbqpdx.com/hours-location/ | https://mattsbbqpdx.com/,,2,0,Stored phone appears on at least one linked current source page.
q6b3KtA37GUbkj2JaGH5,Meat My BUNS,(240) 472-9929,2404729929,verified_on_current_source,high,https://meatmybuns.com/,(301) 262-6200 | (240) 544-5700 | (301) 262-5013,4,1,Stored phone appears on at least one linked current source page.
seed-us-curated-100-mi-amor-halal-and-mexican-food-truck-n-11th-st-brooklyn-new-york-11249,Mi Amor Halal & Mexican Food Truck,(347) 213-4416,3472134416,verified_on_current_source,high,https://www.restaurantji.com/ny/brooklyn/mi-amor-halal-and-mexican-food-truck-/ | https://www.restaurantji.com/cache/business_page/ny/brooklyn/mi-amor-halal-and-mexican-food-truck-/business.json,,4,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-mi-tierra-food-truck-lanexa-virginia,Mi Tierra Food Truck,(804) 517-3219,8045173219,verified_on_current_source,high,https://www.restaurantji.com/va/lanexa/mi-tierra-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-mobile-yumyum-food-truck-and-catering-events-rva-dmv-surrounding-counties-richmond-virginia,"Mobile YumYum Food Truck and Catering Events RVA, DMV, Surrounding Counties",(804) 362-8833,8043628833,verified_on_current_source,high,https://www.myycatering.com/ | https://www.restaurantji.com/va/glen-allen/mobile-yumyum-food-truck-and-catering-events-/,(800) 568-9370,3,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-mr-dolar-2-taco-truck-5700-s-shields-blvd-oklahoma-city-oklahoma-73129,Mr Dolar #2 Taco Truck,(405) 549-5497,4055495497,verified_on_current_source,high,https://www.restaurantji.com/ok/oklahoma-city/mr-dolar-2-taco-truck-/ | https://www.restaurantji.com/cache/business_page/ok/oklahoma-city/mr-dolar-2-taco-truck-/business.json,,5,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-mr-kool-ice-cream-truck-and-party-rentals-13-nixon-st-boston-massachusetts-02124,Mr.kool Ice Cream Truck & Party rentals,(857) 247-1480,8572471480,verified_on_current_source,high,https://www.restaurantji.com/ma/boston/mr-kool-ice-cream-truck-and-party-rentals-/ | https://www.restaurantji.com/cache/business_page/ma/boston/mr-kool-ice-cream-truck-and-party-rentals-/business.json,(293) 762-6999 | (652) 863-9999,5,0,Stored phone appears on at least one linked current source page.
FmHCB8Nolnos4W7FGLAH,Namit Filipino Barbecue,(443) 774-8969,4437748969,source_phone_mismatch,review,,(443) 988-4368 | (443) 843-0043 | (443) 893-5115,5,0,Linked source pages exposed one or more different phone numbers.
VrMl2zeqCxHKQX0zRE70,Navat Food Truck Downtown LA,(323) 244-4141,3232444141,verified_on_current_source,high,https://navatfoodtruck.com/locations/,(323) 473-9725,2,1,Stored phone appears on at least one linked current source page.
mbt7V8sd3B3lkVL9BDDC,Navat Food Truck Encino,(747) 265-3211,7472653211,verified_on_current_source,high,https://navatfoodtruck.com/locations/,(323) 473-9725,3,0,Stored phone appears on at least one linked current source page.
z769eLhWCfeBnLHO5zkW,Navat Food Truck Valley Village,(747) 265-3211,7472653211,verified_on_current_source,high,https://navatfoodtruck.com/locations/,(323) 473-9725,2,1,Stored phone appears on at least one linked current source page.
seed-us-curated-100-newmex-a-que-food-truck-and-catering-5701-gibson-blvd-se-albuquerque-new-mexico-87108,NewMex-A-Que Food Truck and Catering,(505) 985-8464,5059858464,verified_on_current_source,high,https://www.restaurantji.com/nm/albuquerque/newmex-a-que-/ | https://www.restaurantji.com/cache/business_page/nm/albuquerque/newmex-a-que-/business.json,,4,0,Stored phone appears on at least one linked current source page.
Bpx2pGfVhdBqmRocoHdX,No Sauce Que,(202) 839-6249,2028396249,verified_on_current_source,high,https://www.nosauceque.com/ | https://www.nosauceque.com/contact-us | https://www.nosauceque.com/find-us,,5,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-not-your-momma-s-food-truck-mineral-virginia,Not Your Momma's Food Truck,(540) 903-9285,5409039285,verified_on_current_source,high,https://www.restaurantji.com/va/mineral/not-your-mommas-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-nuevo-amanecer-food-truck-harrisonburg-virginia,NUEVO AMANECER FOOD TRUCK,(540) 457-6111,5404576111,verified_on_current_source,high,https://www.restaurantji.com/va/harrisonburg/nuevo-amanecer-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
