truckId,truckName,reachedOut,contactType,businessPhone,websiteUrl,socialLinks,currentAddress,profileUrl,menuStatus,menuItemCount,menuPhotoCount,firstMenuItems,phoneAuditStatus,phoneAuditConfidence,phoneAuditCandidates,phoneAuditMatchedSourceUrls,phoneAuditCheckedSourceCount,phoneAuditSourceErrorCount,phoneAuditNotes,outreachStatus,notes
seed-us-curated-100-el-trompo-xela-tacos-food-truck-2009-e-galbraith-rd-cincinnati-ohio-45237,El Trompo Xela Tacos Food Truck,false,sms_or_call,(954) 825-6363,,,"2009 E Galbraith Rd Cincinnati, Ohio 45237",https://www.ftf-foodtruckfinder.com/truck/?name=El+Trompo+Xela+Tacos+Food+Truck&id=seed-us-curated-100-el-trompo-xela-tacos-food-truck-2009-e-galbraith-rd-cincinnati-ohio-45237,menu_photo_only,0,1,,verified_on_current_source,high,,https://www.restaurantji.com/oh/cincinnati/el-trompo-xela-tacos-food-truck-/ | https://www.restaurantji.com/cache/business_page/oh/cincinnati/el-trompo-xela-tacos-food-truck-/business.json,4,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-el-tucan-food-truck-jessup-maryland,El Tucan Food Truck,false,sms_or_call,(443) 447-1151,,https://www.facebook.com/pages/El-Tucan-Food/196466880801352,"7919 Dorsey Run Rd Jessup, Maryland 20794",https://www.ftf-foodtruckfinder.com/truck/?name=El+Tucan+Food+Truck&id=seed-dmv-prod-el-tucan-food-truck-jessup-maryland,itemized_menu,35,2,Nachos Chicken; Nachos Steak; Nachos Pastor,verified_on_current_source,high,,https://www.restaurantji.com/md/jessup/el-tucan-food-truck-/,2,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-emanuel-s-food-truck-llc-bealeton-virginia,Emanuel's food truck LLC,false,sms_or_call,(571) 778-8312,https://www.emanuelsfoodtruckllc.com/,https://www.emanuelsfoodtruckllc.com/,"6398 Village Center Dr Bealeton, Virginia 22712",https://www.ftf-foodtruckfinder.com/truck/?name=Emanuel%27s+food+truck+LLC&id=seed-dmv-prod-emanuel-s-food-truck-llc-bealeton-virginia,itemized_menu,29,2,Tacos chapines (two); Tostadas (two); Garnachas (five),verified_on_current_source,high,,https://www.restaurantji.com/va/bealeton/emanuel-s-food-truck-llc-/,1,1,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-etham-healthy-foods-food-truck-9060-s-rainbow-blvd-las-vegas-nevada-89139,EthAm Healthy Foods - Food Truck,false,sms_or_call,(702) 688-2180,,https://www.facebook.com/ethamfoodtruck/,"9060 S Rainbow Blvd Las Vegas, Nevada 89139",https://www.ftf-foodtruckfinder.com/truck/?name=EthAm+Healthy+Foods+-+Food+Truck&id=seed-us-curated-100-etham-healthy-foods-food-truck-9060-s-rainbow-blvd-las-vegas-nevada-89139,menu_photo_only,0,1,,verified_on_current_source,high,,https://www.restaurantji.com/nv/las-vegas/etham-healthy-foods-food-truck-/ | https://www.restaurantji.com/cache/business_page/nv/las-vegas/etham-healthy-foods-food-truck-/business.json,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-famous-halal-food-food-truck-501-513-w-45th-st-new-york-new-york-10036,Famous Halal Food (Food Truck),false,sms_or_call,(917) 432-9017,https://www.famoushalalfood.com/,https://www.famoushalalfood.com/ | https://www.instagram.com/famoushalalfoodnyc/,"501-513 W 45th St New York, New York 10036",https://www.ftf-foodtruckfinder.com/truck/?name=Famous+Halal+Food+%28Food+Truck%29&id=seed-us-curated-100-famous-halal-food-food-truck-501-513-w-45th-st-new-york-new-york-10036,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/ny/new-york/famous-halal-food-food-truck-/ | https://www.restaurantji.com/cache/business_page/ny/new-york/famous-halal-food-food-truck-/business.json,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-fat-boy-food-truck-baltimore-maryland,Fat Boy Food Truck,false,sms_or_call,(929) 233-1677,,https://www.facebook.com/FatBoysCafeBaltimore/,"5903 Pulaski Hwy Baltimore, Maryland 21205",https://www.ftf-foodtruckfinder.com/truck/?name=Fat+Boy+Food+Truck&id=seed-dmv-prod-fat-boy-food-truck-baltimore-maryland,menu_photo_only,0,2,,verified_on_current_source,high,,https://www.restaurantji.com/md/baltimore/fat-boy-food-truck-/,2,0,Stored phone appears on at least one linked current source page.,ready_for_review,
f91qS3fsuD9gmFBWsynP,Fatbellys DMV,false,social_dm,,,https://www.instagram.com/fatbellysdmv/,"2801 7th St N.E, Washington, DC 20017",https://www.ftf-foodtruckfinder.com/truck/?name=Fatbellys+DMV&id=f91qS3fsuD9gmFBWsynP,itemized_menu,5,2,Mac and Cheese; Fish; Chicken,missing_phone,none,,,1,0,No businessPhone is stored on the live foodTrucks document.,ready_for_review,
7UvphMEEFVCW128YL4xd,Felix's Hibachi Culver City,false,sms_or_call,(310) 310-9090,https://felixs-hibachi-grill.com/,https://www.instagram.com/felixs.hibachi?igsh=NTc4MTIwNjQ2YQ== | https://www.tiktok.com/@felixs.hibachi.grill?_r=1&_t=ZP-94VAfVlF5LT | https://www.instagram.com/felixshibachi/,"9028 Venice Blvd., Culver City, CA, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Felix%27s+Hibachi+Culver+City&id=7UvphMEEFVCW128YL4xd,itemized_menu,65,1,Tofu Bowl; Chicken Bowl; Shrimp Bowl,not_found_on_linked_sources,review,,,4,0,Stored phone is format-valid but was not found on fetched linked source pages.,ready_for_review,
oql7ThzV20VW2Rw7p4hy,Felix's Hibachi Santa Monica,false,sms_or_call,(424) 436-1038,https://felixs-hibachi-grill.com/,https://www.instagram.com/felixs.hibachi?igsh=NTc4MTIwNjQ2YQ== | https://www.tiktok.com/@felixs.hibachi.grill?_r=1&_t=ZP-94VAwXPkBIN | https://www.instagram.com/felixshibachi/,"2018 Lincoln Blvd, Santa Monica, CA, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Felix%27s+Hibachi+Santa+Monica&id=oql7ThzV20VW2Rw7p4hy,menu_photo_only,0,1,,not_found_on_linked_sources,review,,,4,0,Stored phone is format-valid but was not found on fetched linked source pages.,ready_for_review,
seed-dmv-prod-fire-pit-brazilian-barbecue-food-truck-rockville-maryland,Fire Pit Brazilian Barbecue Food Truck,false,sms_or_call,(301) 789-8709,http://firepitbr.com/,http://firepitbr.com/ | https://www.facebook.com/firepit.brbbq/ | https://www.instagram.com/firepit.brbbq/,"804 Rockville Pike Rockville, Maryland 20852",https://www.ftf-foodtruckfinder.com/truck/?name=Fire+Pit+Brazilian+Barbecue+Food+Truck&id=seed-dmv-prod-fire-pit-brazilian-barbecue-food-truck-rockville-maryland,itemized_menu,5,2,Brazilian Style BBQ Skewers; Beef Sirloin Steak; Chicken,verified_on_current_source,high,,https://www.restaurantji.com/md/rockville/fire-pit-brazilian-barbecue-food-truck-/,3,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-flavor-of-mexico-taco-truck-alexandria-virginia,Flavor of mexico taco truck,false,sms_or_call,(202) 568-4332,,https://www.facebook.com/p/Flavor-of-Mexico-100083206118765/ | https://www.instagram.com/flavorofmexico/,"426 E Monroe Ave Alexandria, Virginia 22301",https://www.ftf-foodtruckfinder.com/truck/?name=Flavor+of+mexico+taco+truck&id=seed-dmv-prod-flavor-of-mexico-taco-truck-alexandria-virginia,itemized_menu,5,2,Taco; Taco de Alambre; Torta,verified_on_current_source,high,,https://www.restaurantji.com/va/alexandria/flavor-of-mexico-taco-truck-/,3,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-flavor-of-mexico-taco-truck-426-e-monroe-ave-alexandria-virginia-22301,Flavor of mexico taco truck,false,sms_or_call,(202) 568-4332,,https://www.facebook.com/p/Flavor-of-Mexico-100083206118765/ | https://www.instagram.com/flavorofmexico/,"426 E Monroe Ave Alexandria, Virginia 22301",https://www.ftf-foodtruckfinder.com/truck/?name=Flavor+of+mexico+taco+truck&id=seed-us-curated-100-flavor-of-mexico-taco-truck-426-e-monroe-ave-alexandria-virginia-22301,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/va/alexandria/flavor-of-mexico-taco-truck-/ | https://www.restaurantji.com/cache/business_page/va/alexandria/flavor-of-mexico-taco-truck-/business.json,6,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-food-truck-el-quetzal-owings-mills-maryland,Food Truck El Quetzal,false,sms_or_call,(443) 508-1158,,https://www.instagram.com/elquetzalitofoodtruck/?hl=en,"9925 Reisterstown Rd Owings Mills, Maryland 21117",https://www.ftf-foodtruckfinder.com/truck/?name=Food+Truck+El+Quetzal&id=seed-dmv-prod-food-truck-el-quetzal-owings-mills-maryland,itemized_menu,6,0,Tacos de Asada; Tacos de Pollo; Quesadilla de Asada,verified_on_current_source,high,,https://www.restaurantji.com/md/owings-mills/food-truck-el-quetzal-/,3,0,Stored phone appears on at least one linked current source page.,ready_for_review,
FUPRSzwAkLfmBWXPBqc1,Food Truck Express,false,social_dm,,,https://www.facebook.com/share/1J8L1sUynw/?mibextid=wwXIfr,"Glen Keith Blvd 陶森, MD",https://www.ftf-foodtruckfinder.com/truck/?name=Food+Truck+Express&id=FUPRSzwAkLfmBWXPBqc1,menu_photo_only,0,1,,missing_phone,none,,,1,0,No businessPhone is stored on the live foodTrucks document.,ready_for_review,
seed-us-curated-100-food-truck-paradise-351-long-wharf-dr-new-haven-connecticut-06511,Food Truck Paradise,false,website_contact,,https://www.streetfoodnhv.com/,https://www.streetfoodnhv.com/,"351 Long Wharf Dr New Haven, Connecticut 06511",https://www.ftf-foodtruckfinder.com/truck/?name=Food+Truck+Paradise&id=seed-us-curated-100-food-truck-paradise-351-long-wharf-dr-new-haven-connecticut-06511,menu_photo_only,0,4,,missing_phone_source_candidates,review,(203) 946-2366,,5,0,"No businessPhone is stored, but linked source pages exposed possible phone candidates for manual review.",ready_for_review,
seed-dmv-prod-food-truck-cacina-ana-latino-food-windsor-mill-maryland,Food Truck: Cacina Ana Latino Food,false,sms_or_call,(781) 217-3621,,https://www.facebook.com/p/Cocina-Ana-Latino-Food-100064077490930/,"1800 Rolling Rd. Windsor Mill, Maryland 21244",https://www.ftf-foodtruckfinder.com/truck/?name=Food+Truck%3A+Cacina+Ana+Latino+Food&id=seed-dmv-prod-food-truck-cacina-ana-latino-food-windsor-mill-maryland,no_menu,0,0,,verified_on_current_source,high,,https://www.restaurantji.com/md/windsor-mill/food-truck-cacina-ana-latino-food-/,2,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-fresh-catch-food-truck-1130-sand-island-parkway-honolulu-hawaii-96819,Fresh Catch Food Truck,false,sms_or_call,(808) 842-7653,,https://www.instagram.com/freshcatchfoodtruck/,"1130 Sand Island Parkway Honolulu, Hawaii 96819",https://www.ftf-foodtruckfinder.com/truck/?name=Fresh+Catch+Food+Truck&id=seed-us-curated-100-fresh-catch-food-truck-1130-sand-island-parkway-honolulu-hawaii-96819,menu_photo_only,0,3,,verified_on_current_source,high,(857) 210-3995,https://www.restaurantji.com/hi/honolulu/fresh-catch-food-truck-/ | https://www.restaurantji.com/cache/business_page/hi/honolulu/fresh-catch-food-truck-/business.json,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-frida-s-food-truck-627-s-4th-st-minneapolis-minnesota-55415,Frida’s Food Truck,false,sms_or_call,(612) 800-4097,https://rosafridaminnesota.com/,https://rosafridaminnesota.com/ | https://www.facebook.com/fridampls/ | https://www.instagram.com/rosafridamn/,"627 S 4th St Minneapolis, Minnesota 55415",https://www.ftf-foodtruckfinder.com/truck/?name=Frida%E2%80%99s+Food+Truck&id=seed-us-curated-100-frida-s-food-truck-627-s-4th-st-minneapolis-minnesota-55415,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/mn/minneapolis/frida-s-food-truck-/ | https://www.restaurantji.com/cache/business_page/mn/minneapolis/frida-s-food-truck-/business.json,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-fuego-picante-catering-21-jefferson-ave-west-hartford-connecticut-06110,FUEGO PICANTE CATERING,false,sms_or_call,(860) 965-1807,https://fuegopicante.com/,https://fuegopicante.com/ | https://www.facebook.com/fuegopicanterestaurant/ | https://www.instagram.com/fuegopicantefoodtruck/,"21 Jefferson Ave West Hartford, Connecticut 06110",https://www.ftf-foodtruckfinder.com/truck/?name=FUEGO+PICANTE+CATERING&id=seed-us-curated-100-fuego-picante-catering-21-jefferson-ave-west-hartford-connecticut-06110,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/ct/hartford/fuego-picante-food-truck-/ | https://www.restaurantji.com/cache/business_page/ct/hartford/fuego-picante-food-truck-/business.json,4,1,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-g-h-m-halal-food-truck-middle-river-maryland,G.H.M Halal Food Truck,false,sms_or_call,(667) 331-4401,,https://www.facebook.com/p/GHM-Halal-Food-100076318687588/,"2929 Eastern Blvd Middle River, Maryland 21220",https://www.ftf-foodtruckfinder.com/truck/?name=G.H.M+Halal+Food+Truck&id=seed-dmv-prod-g-h-m-halal-food-truck-middle-river-maryland,itemized_menu,14,2,Cheese Steak; Hamburger; Cheeseburger,verified_on_current_source,high,,https://www.restaurantji.com/md/middle-river/g-h-m-halal-food-truck-/,2,1,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-glow-bowl-food-truck-220-ne-30th-st-miami-florida-33137,Glow Bowl Food Truck,false,sms_or_call,(786) 246-0956,http://glowbowlfood.square.site/,http://glowbowlfood.square.site/ | https://www.instagram.com/glow.bowl/,"220 NE 30th St Miami, Florida 33137",https://www.ftf-foodtruckfinder.com/truck/?name=Glow+Bowl+Food+Truck&id=seed-us-curated-100-glow-bowl-food-truck-220-ne-30th-st-miami-florida-33137,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/fl/miami/glow-bowl-food-truck-/ | https://www.restaurantji.com/cache/business_page/fl/miami/glow-bowl-food-truck-/business.json,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-halal-brothers-food-truck-silver-spring-maryland,Halal brothers food truck,false,sms_or_call,(240) 869-3291,,https://www.facebook.com/halalbrotherf/,"8600 Georgia Ave Silver Spring, Maryland 20910",https://www.ftf-foodtruckfinder.com/truck/?name=Halal+brothers+food+truck&id=seed-dmv-prod-halal-brothers-food-truck-silver-spring-maryland,itemized_menu,24,2,Chicken Over Rice; Gyro Over Rice; Combo (Chicken & Gyro) Over Rice,verified_on_current_source,high,,https://www.restaurantji.com/md/silver-spring/halal-brothers-food-/,2,1,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-halal-food-truck-201-south-11th-street-philadelphia-pennsylvania-19107,HALAL FOOD TRUCK,false,sms_or_call,(267) 516-2581,,,"201 South 11th Street Philadelphia, Pennsylvania 19107",https://www.ftf-foodtruckfinder.com/truck/?name=HALAL+FOOD+TRUCK&id=seed-us-curated-100-halal-food-truck-201-south-11th-street-philadelphia-pennsylvania-19107,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/pa/philadelphia/halal-food-cart-2/ | https://www.restaurantji.com/cache/business_page/pa/philadelphia/halal-food-cart-2/business.json,4,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-halal-food-truck-fine-dining-to-go-falls-church-virginia,Halal Food Truck - Fine Dining To Go,false,sms_or_call,(202) 550-4227,https://www.finediningtogova.com/,https://www.finediningtogova.com/,"1000 E Broad St Falls Church, Virginia 22042",https://www.ftf-foodtruckfinder.com/truck/?name=Halal+Food+Truck+-+Fine+Dining+To+Go&id=seed-dmv-prod-halal-food-truck-fine-dining-to-go-falls-church-virginia,menu_photo_only,0,1,,verified_on_current_source,high,,https://www.restaurantji.com/va/falls-church/halal-food-truck-fine-dining-to-go-/,1,1,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-halal-moroccan-food-truck-falls-church-virginia,Halal Moroccan Food Truck,false,sms_or_call,(202) 431-3199,,https://www.facebook.com/p/Marrakech-Street-Food-100062941313776/,"5826 Seminary Rd Falls Church, Virginia 22041",https://www.ftf-foodtruckfinder.com/truck/?name=Halal+Moroccan+Food+Truck&id=seed-dmv-prod-halal-moroccan-food-truck-falls-church-virginia,itemized_menu,13,2,Lamb and Beef Sausage Sandwich; Ground Beef and Lamb Sandwich; Chicken Sandwich,verified_on_current_source,high,,https://www.restaurantji.com/va/falls-church/halal-moroccan-food-truck-/,2,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-halal-tasty-treat-arlington-virginia,Halal Tasty Treat,false,sms_or_call,(980) 306-7784,https://arlingtonfoodcart.com/,https://arlingtonfoodcart.com/,"1801 N Moore St Arlington, Virginia 22209",https://www.ftf-foodtruckfinder.com/truck/?name=Halal+Tasty+Treat&id=seed-dmv-prod-halal-tasty-treat-arlington-virginia,itemized_menu,13,2,Chicken over Rice or Salad; Lamb over Rice or Salad; Combo over Rice or Salad,verified_on_current_source,high,,https://www.restaurantji.com/va/arlington/halal-tasty-treat-/,1,1,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-hardy-s-bbq-food-truck-and-catering-bethesda-maryland,Hardy's BBQ Food-truck & Catering,false,sms_or_call,(240) 853-1143,http://www.hardysbbq.com/,http://www.hardysbbq.com/ | https://www.facebook.com/Hardys-BBQ-361806617265352/ | https://www.facebook.com/hardysbbq/ | https://www.facebook.com/hardysbbqsmokehouse/ | https://www.facebook.com/hardysbbqsmokinlicious/ | https://www.instagram.com/hardys_bbq/ | https://x.com/hardys_bbq,"7155 Wisconsin Ave Bethesda, Maryland 20814",https://www.ftf-foodtruckfinder.com/truck/?name=Hardy%27s+BBQ+Food-truck+%26+Catering&id=seed-dmv-prod-hardy-s-bbq-food-truck-and-catering-bethesda-maryland,itemized_menu,5,2,Fried Fish Sandwich; Fish & Fries; Cheesy Fries,verified_on_current_source,high,(800) 568-9370,http://www.hardysbbq.com/ | https://www.restaurantji.com/md/bethesda/hardys-bbq-/,3,0,Stored phone appears on at least one linked current source page.,ready_for_review,
zputmrMevv2IdXrfGvH7,Harriet's Homemade Ice Cream Parlor & Smoke Pit,false,sms_or_call,(410) 449-0431,,https://www.instagram.com/harrietshomemadeicecream?igsh=MXhkMGFpN2k2dGN3Nw== | https://www.facebook.com/harrietshomemadeicecream/,"106 Elizabeth St, Berlin, MD 21811, USA",https://www.ftf-foodtruckfinder.com/truck/?name=Harriet%27s+Homemade+Ice+Cream+Parlor+%26+Smoke+Pit&id=zputmrMevv2IdXrfGvH7,no_menu,0,0,,not_found_on_linked_sources,review,,,2,0,Stored phone is format-valid but was not found on fetched linked source pages.,ready_for_review,
seed-dmv-prod-holy-crepes-food-truck-and-catering-gaithersburg-maryland,Holy Crepes Food Truck & Catering,false,sms_or_call,(240) 408-0410,https://www.holycrepestruck.com/contact-us,https://www.holycrepestruck.com/contact-us | https://www.facebook.com/holycrepesfoodtruck/,"15730 Shady Grove Rd Gaithersburg, Maryland 20877",https://www.ftf-foodtruckfinder.com/truck/?name=Holy+Crepes+Food+Truck+%26+Catering&id=seed-dmv-prod-holy-crepes-food-truck-and-catering-gaithersburg-maryland,itemized_menu,26,2,"Strawberry Nutella; Banana Nutella; Peanut Butter, Banana, Coconut",verified_on_current_source,high,,https://www.restaurantji.com/md/gaithersburg/holy-crepes-food-truck-and-catering-/,2,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-honeybee-s-food-truck-frederick-maryland,Honeybee's Food Truck,false,sms_or_call,(407) 683-4769,,https://www.facebook.com/honeybeesfoodtruck/,"285 Montevue Ln Frederick, Maryland 21702",https://www.ftf-foodtruckfinder.com/truck/?name=Honeybee%27s+Food+Truck&id=seed-dmv-prod-honeybee-s-food-truck-frederick-maryland,itemized_menu,26,2,Chicken Teriyaki Supreme Hibachi; Steak Supreme Hibachi; Shrimp Supreme Hibachi,verified_on_current_source,high,,https://www.restaurantji.com/md/montgomery-village/honeybees-food-truck-/,2,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-hot-chicks-food-truck-25315-kean-st-dearborn-michigan-48124,Hot Chicks Food Truck,false,sms_or_call,(313) 241-5556,https://hotchicksfoodtruck.com/,https://hotchicksfoodtruck.com/ | https://www.instagram.com/hotchicksfoodtruck/,"25315 Kean St Dearborn, Michigan 48124",https://www.ftf-foodtruckfinder.com/truck/?name=Hot+Chicks+Food+Truck&id=seed-us-curated-100-hot-chicks-food-truck-25315-kean-st-dearborn-michigan-48124,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/mi/dearborn/hot-chicks-food-truck-/ | https://www.restaurantji.com/cache/business_page/mi/dearborn/hot-chicks-food-truck-/business.json,4,1,Stored phone appears on at least one linked current source page.,ready_for_review,
UL6ZlVG9EGAuTmLuVMhQ,Hurry Curry Food Truck,false,sms_or_call,(202) 437-4753,https://www.hurrycurry.net/,https://www.instagram.com/hurrycurry25/,"1247 Shepherd St NW, Washington, DC 20011",https://www.ftf-foodtruckfinder.com/truck/?name=Hurry+Curry+Food+Truck&id=UL6ZlVG9EGAuTmLuVMhQ,itemized_menu,43,2,American Breakfast Sandwich; Chicken Omelette; Vegetable Omelette,verified_on_current_source,high,(703) 447-9748,https://www.hurrycurry.net/,3,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-indian-expresss-food-truck-1770-market-pl-blvd-irving-texas-75063,Indian Expresss Food Truck,false,sms_or_call,(430) 291-0849,https://foodtruck-dc85d.web.app/,https://foodtruck-dc85d.web.app/,"1770 Market Pl Blvd Irving, Texas 75063",https://www.ftf-foodtruckfinder.com/truck/?name=Indian+Expresss+Food+Truck&id=seed-us-curated-100-indian-expresss-food-truck-1770-market-pl-blvd-irving-texas-75063,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/tx/irving/indian-expresss-food-truck-/ | https://www.restaurantji.com/cache/business_page/tx/irving/indian-expresss-food-truck-/business.json,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-it-s-all-good-food-truck-caf-and-catering-westminster-maryland,"It's All Good Food truck, Café and Catering",false,sms_or_call,(410) 848-2128,,https://www.facebook.com/p/Its-All-Good-Food-Truck-and-Catering-100069231840508/,"55 N Court St Westminster, Maryland 21157",https://www.ftf-foodtruckfinder.com/truck/?name=It%27s+All+Good+Food+truck%2C+Caf%C3%A9+and+Catering&id=seed-dmv-prod-it-s-all-good-food-truck-caf-and-catering-westminster-maryland,itemized_menu,29,1,Grilled Egg & Cheese Sandwich; Breakfast Burrito; Egg & Cheese Omelet,verified_on_current_source,high,,https://www.restaurantji.com/md/westminster/its-all-good-food-truck-caf-and-catering-/,3,0,Stored phone appears on at least one linked current source page.,ready_for_review,
l3ZchvDHkm7hnGMXnAJD,It’s Pozole,false,social_dm,,,https://www.instagram.com/tacos_la_bonita?igsh=NTc4MTIwNjQ2YQ== | https://linktr.ee/tacoseltijuanense?utm_source=linktree_profile_share&ltsid=f9ec9bed-f095-41e6-af27-5142b3e45a68,,https://www.ftf-foodtruckfinder.com/truck/?name=It%E2%80%99s+Pozole&id=l3ZchvDHkm7hnGMXnAJD,no_menu,0,0,,missing_phone,none,,,2,0,No businessPhone is stored on the live foodTrucks document.,ready_for_review,
seed-photos-3-001-jacksons-bakery-curbside-cupcakes-elkridge-maryland,Jackson's Bakery Curbside Cupcakes,false,sms_or_call,(410) 991-6811,https://www.jackson-bakery.com/,https://www.facebook.com/JBCakesMD | https://www.instagram.com/JBCakesMD | https://x.com/JBCakesMD,"5700 Rowanberry Dr Elkridge, Maryland 21075",https://www.ftf-foodtruckfinder.com/truck/?name=Jackson%27s+Bakery+Curbside+Cupcakes&id=seed-photos-3-001-jacksons-bakery-curbside-cupcakes-elkridge-maryland,itemized_menu,9,2,Cupcake Single; Vanilla Cupcake; Chocolate Cupcake,not_found_on_linked_sources,review,,,7,0,Stored phone is format-valid but was not found on fetched linked source pages.,ready_for_review,
seed-us-curated-100-jamaican-on-the-go-food-truck-6411-e-county-line-rd-tampa-florida-33647,Jamaican On The Go Food Truck,false,sms_or_call,(850) 321-6571,https://jamaicanonthego.com/,https://jamaicanonthego.com/ | https://www.instagram.com/jamaicanonthego/,"6411 E County Line Rd Tampa, Florida 33647",https://www.ftf-foodtruckfinder.com/truck/?name=Jamaican+On+The+Go+Food+Truck&id=seed-us-curated-100-jamaican-on-the-go-food-truck-6411-e-county-line-rd-tampa-florida-33647,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/fl/tampa/jamaican-on-the-go-food-truck-/ | https://www.restaurantji.com/cache/business_page/fl/tampa/jamaican-on-the-go-food-truck-/business.json,4,1,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-jas-and-fam-caribbean-flavor-food-truck-services-bowie-maryland,Jas & Fam Caribbean Flavor Food Truck Services,false,sms_or_call,(240) 994-8928,http://jasandfamcaribbeanflavor.com/,http://jasandfamcaribbeanflavor.com/,"by Panda Express Fridays & Saturdays, 15606 Emerald Way Bowie, Maryland 20716",https://www.ftf-foodtruckfinder.com/truck/?name=Jas+%26+Fam+Caribbean+Flavor+Food+Truck+Services&id=seed-dmv-prod-jas-and-fam-caribbean-flavor-food-truck-services-bowie-maryland,itemized_menu,95,2,5 Pc Wings Only; Ackee and Saltfish; Banana Fritters,verified_on_current_source,high,,https://www.restaurantji.com/md/bowie/jas-and-fam-caribbean-flavor-food-truck-services-/ | https://nextdoor.com/pages/jas-fam-caribbean-flavor-food-truck-services-bowie-md-1/,4,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-us-curated-100-jbs-cheesesteak-food-truck-1531-sw-26th-st-fort-lauderdale-florida-33315,JBs Cheesesteak. Food Truck,false,sms_or_call,(954) 608-6818,http://jbscheesesteak.com/,http://jbscheesesteak.com/ | https://www.facebook.com/cheesesteakjbs/ | https://www.instagram.com/jbscheesesteaks/,"1531 SW 26th St Fort Lauderdale, Florida 33315",https://www.ftf-foodtruckfinder.com/truck/?name=JBs+Cheesesteak.+Food+Truck&id=seed-us-curated-100-jbs-cheesesteak-food-truck-1531-sw-26th-st-fort-lauderdale-florida-33315,menu_photo_only,0,4,,verified_on_current_source,high,,https://www.restaurantji.com/fl/fort-lauderdale/jbs-cheesesteak-food-truck-/ | https://www.restaurantji.com/cache/business_page/fl/fort-lauderdale/jbs-cheesesteak-food-truck-/business.json,5,0,Stored phone appears on at least one linked current source page.,ready_for_review,
seed-dmv-prod-jennifer-food-truck-north-bethesda-maryland,Jennifer Food Truck,false,sms_or_call,(240) 437-9489,,https://www.instagram.com/jennytrinikitchen/,"12600 Twinbrook Pkwy North Bethesda, Maryland 20852",https://www.ftf-foodtruckfinder.com/truck/?name=Jennifer+Food+Truck&id=seed-dmv-prod-jennifer-food-truck-north-bethesda-maryland,menu_photo_only,0,2,,verified_on_current_source,high,,https://www.restaurantji.com/md/north-bethesda/jennifer-food-truck-/,2,0,Stored phone appears on at least one linked current source page.,ready_for_review,
